year,entity,code,emissions
1985,Ecuador,ECU,19352677.92
1985,Egypt,EGY,63807232.87
1985,El Salvador,SLV,1965338.28
1985,Equatorial Guinea,GNQ,65952
1985,Estonia,EST,27246416.94
1985,Ethiopia,ETH,1798710.25
1985,Faeroe Islands,FRO,516624
1985,Falkland Islands,FLK,29312
1985,Fiji,FJI,572991.35
1985,Finland,FIN,49549387.96
1985,France,FRA,402459278.9
1985,French Guiana,GUF,366400
1985,French Polynesia,PYF,586240
1985,Gabon,GAB,6298542.54
1985,Gambia,GMB,172208
1985,Georgia,GEO,17424771.91
1985,Germany,DEU,1046746176
1985,Ghana,GHA,3301673.96
1985,Gibraltar,GIB,43968
1985,Greece,GRC,59771214.66
1985,Greenland,GRL,509296
1985,Grenada,GRD,62288
1985,Guadeloupe,GLP,890352
1985,Guatemala,GTM,3496848.6
1985,Guinea,GIN,992944
1985,Guinea-Bissau,GNB,172208
1985,Guyana,GUY,1417968
1985,Haiti,HTI,929520.3
1985,Honduras,HND,1889446.61
1985,Hong Kong,HKG,22881405.34
1985,Hungary,HUN,85947028.76
1985,Iceland,ISL,1621400.06
1985,Indonesia,IDN,121630363.5
1985,Iran,IRN,159947109.7
1985,Iraq,IRQ,44196437.37
1985,Ireland,IRL,26748981.39
1985,Israel,ISR,24612813.53
1985,Italy,ITA,368982961.4
1985,Jamaica,JAM,5041945.06
1985,Japan,JPN,912402996.2
1985,Jordan,JOR,8421512.61
1985,Kazakhstan,KAZ,297649371.6
1985,Kenya,KEN,3715959.04
1985,Kiribati,KIR,21984
1985,Kuwait,KWT,29070183.17
1985,Kyrgysztan,,0
1985,Laos,LAO,201520
1985,Latvia,LVA,16161697.76
1985,Lebanon,LBN,7764947.8
1985,Liberia,LBR,716084.27
1985,Libya,LBY,31002177.48
1985,Lithuania,LTU,25701669.82
1985,Luxembourg,LUX,9248578.39
1985,Macao,MAC,732800
1985,Macedonia,MKD,13393245.38
1985,Madagascar,MDG,1053030.57
1985,Malawi,MWI,553405.71
1985,Malaysia,MYS,36014088.27
1985,Maldives,MDV,65952
1985,Mali,MLI,405383.14
1985,Malta,MLT,1198128
1985,Martinique,MTQ,1209120
1985,Mauritania,MRT,655856
1985,Mauritius,MUS,707152
1985,Mexico,MEX,288405744.8
1985,Moldova,MDA,0
1985,Mongolia,MNG,8997931.92
1985,Montenegro,MNE,2382122.55
1985,Montserrat,MSR,25648
1985,Morocco,MAR,17833540.87
1985,Mozambique,MOZ,1134944.26
1985,Myanmar,MMR,6675516.75
1985,Nauru,NRU,124576
1985,Nepal,NPL,676018.26
1985,Netherlands,NLD,146980169.3
1985,New Caledonia,NCL,1450964.52
1985,New Zealand,NZL,21857976.47
1985,Nicaragua,NIC,1984835.67
1985,Niger,NER,994406.57
1985,Nigeria,NGA,69635949.87
1985,Niue,NIU,3664
1985,North Korea,PRK,144284694
1985,Norway,NOR,40687153.25
1985,Oman,OMN,8618546.11
1985,Pakistan,PAK,46813545.96
1985,Palau,PLW,161216
1985,Panama,PAN,2613275.9
1985,Papua New Guinea,PNG,2125120
1985,Paraguay,PRY,1548459.46
1985,Peru,PER,19439877.78
1985,Philippines,PHL,27899133.24
1985,Poland,POL,444507826.2
1985,Portugal,PRT,27129903.99
1985,Qatar,QAT,12377808.12
1985,Reunion,REU,992944
1985,Romania,ROU,193906882.5
1985,Russia,RUS,2362132078
1985,Rwanda,RWA,615552
1985,Saint Helena,SHN,3664
1985,Saint Kitts and Nevis,KNA,51296
1985,Saint Lucia,LCA,128240
1985,Saint Pierre and Miquelon,SPM,32976
1985,Saint Vincent and the Grenadines,VCT,65952
1985,Samoa,WSM,113584
1985,Sao Tome and Principe,STP,54960
1985,Saudi Arabia,SAU,172418543.7
1985,Senegal,SEN,2650504.24
1985,Serbia,SRB,53808074.58
1985,Seychelles,SYC,150224
1985,Sierra Leone,SLE,663184
1985,Singapore,SGP,33266609.21
1985,Sint Maarten (Dutch part),SXM,1575338.44
1985,Slovakia,SVK,59247080.71
1985,Slovenia,SVN,15331125.92
1985,Solomon Islands,SLB,150224
1985,Somalia,SOM,857376
1985,South Africa,ZAF,323658910
1985,South Korea,KOR,178484827.8
1985,South Sudan,SSD,339225.33
1985,Spain,ESP,199931000.8
1985,Sri Lanka,LKA,3916565.79
1985,Sudan,SDN,4070704
1985,Suriname,SUR,1595856.04
1985,Swaziland,SWZ,439680
1985,Sweden,SWE,62364730.08
1985,Switzerland,CHE,39779998.65
1985,Syria,SYR,29389376.94
1985,Taiwan,TWN,83917500.64
1985,Tajikistan,TJK,8321724.5
1985,Tanzania,TZA,2337900.25
1985,Thailand,THA,48230369.82
1985,Togo,TGO,657410.67
1985,Tonga,TON,47632
1985,Trinidad and Tobago,TTO,20723080.37
1985,Tunisia,TUN,11870937.3
1985,Turkey,TUR,105662649.8
1985,Turkmenistan,TKM,37526967.95
1985,Uganda,UGA,617895.14
1985,Ukraine,UKR,715195383.1
1985,United Arab Emirates,ARE,49652517.75
1985,United Kingdom,GBR,559628081.2
1985,Uruguay,URY,3283812.79
1985,Uzbekistan,UZB,126361753.4
1985,Vanuatu,VUT,120912
1985,Venezuela,VEN,101026511.1
1985,Vietnam,VNM,21068451.5
1985,World,OWID_WRL,19792621843
1985,Yemen,YEM,8573361.29
1985,Zambia,ZMB,2732731.68
1985,Zimbabwe,ZWE,10213708.77
1986,EU-28,,4340998381
1986,Europe (other),,3400685348
1986,United States,USA,4487855840
1986,Americas (other),,1315172226
1986,Middle East,,713596458
1986,Africa,,689587818.6
1986,India,IND,455066525.5
1986,China,CHN,2052242012
1986,Asia and Pacific (other),,2594606844
1986,International transport,,394004576
1986,Statistical differences,,-48027712
1986,Afghanistan,AFG,3134071.92
1986,Albania,ALB,8049808
1986,Algeria,DZA,76080388.2
1986,Angola,AGO,4633839.5
1986,Antigua and Barbuda,ATG,249152
1986,Argentina,ARG,103933940.3
1986,Armenia,ARM,6734097.02
1986,Aruba,ABW,179536
1986,Australia,AUS,239722218.6
1986,Austria,AUT,53729521.52
1986,Azerbaijan,AZE,64160540.86
1986,Bahamas,BHS,1410640
1986,Bahrain,BHR,11002992
1986,Bangladesh,BGD,11433743.74
1986,Barbados,BRB,906074.88
1986,Belarus,BLR,99377454.15
1986,Belgium,BEL,102367798.6
1986,Belize,BLZ,205184
1986,Benin,BEN,665432.91
1986,Bermuda,BMU,421360
1986,Bhutan,BTN,54960
1986,Bolivia,BOL,3763680.23
1986,Bonaire Sint Eustatius and Saba,BES,135104.01
1986,Bosnia and Herzegovina,BIH,19519919.23
1986,Botswana,BWA,1066224
1986,Brazil,BRA,197226217.1
1986,British Virgin Islands,VGB,54960
1986,Brunei,BRN,2297328
1986,Bulgaria,BGR,91128250.69
1986,Burkina Faso,BFA,479984
1986,Burundi,BDI,234496
1986,Cambodia,KHM,432352
1986,Cameroon,CMR,1993216
1986,Canada,CAN,404660121
1986,Cape Verde,CPV,58624
1986,Cayman Islands,CYM,201520
1986,Central African Republic,CAF,161216
1986,Chad,TCD,186864
1986,Chile,CHL,22043748.62
1986,Colombia,COL,48768831.12
1986,Comoros,COM,43968
1986,Congo,COG,1062373.25
1986,Cook Islands,COK,21984
1986,Costa Rica,CRI,2577534.22
1986,Cote d'Ivoire,CIV,5576608
1986,Croatia,HRV,21082648.24
1986,Cuba,CUB,33375204.91
1986,Curacao,CUW,2600354.8
1986,Cyprus,CYP,3605243.22
1986,Czech Republic,CZE,185782202.7
1986,Czechoslovakia,OWID_CZS,246367360
1986,Democratic Republic of Congo,COD,3345663.38
1986,Denmark,DNK,58906280.4
1986,Djibouti,DJI,377392
1986,Dominica,DMA,47632
1986,Dominican Republic,DOM,8121082.42
1986,Ecuador,ECU,15194081.57
1986,Egypt,EGY,74392898.04
1986,El Salvador,SLV,1967496.18
1986,Equatorial Guinea,GNQ,80608
1986,Estonia,EST,27326979.63
1986,Ethiopia,ETH,2195246.28
1986,Faeroe Islands,FRO,490976
1986,Falkland Islands,FLK,32976
1986,Fiji,FJI,598085.92
1986,Finland,FIN,53214653.68
1986,France,FRA,387421119.5
1986,French Guiana,GUF,366400
1986,French Polynesia,PYF,604560
1986,Gabon,GAB,4950761.03
1986,Gambia,GMB,161216
1986,Georgia,GEO,17467680.14
1986,Germany,DEU,1050358880
1986,Ghana,GHA,3030343.69
1986,Gibraltar,GIB,40304
1986,Greece,GRC,58273682.15
1986,Greenland,GRL,326096
1986,Grenada,GRD,65952
1986,Guadeloupe,GLP,948976
1986,Guatemala,GTM,3664627.46
1986,Guinea,GIN,996608
1986,Guinea-Bissau,GNB,183200
1986,Guyana,GUY,1044240
1986,Haiti,HTI,830221.7
1986,Honduras,HND,1828643.74
1986,Hong Kong,HKG,25525918.01
1986,Hungary,HUN,83240707.47
1986,Iceland,ISL,1778981.77
1986,Indonesia,IDN,122204254.9
1986,Iran,IRN,147536041.5
1986,Iraq,IRQ,47229553.06
1986,Ireland,IRL,28549460.06
1986,Israel,ISR,26348076.54
1986,Italy,ITA,363188187
1986,Jamaica,JAM,4547389.17
1986,Japan,JPN,912262211.1
1986,Jordan,JOR,9165052.32
1986,Kazakhstan,KAZ,298394979.9
1986,Kenya,KEN,4072960.82
1986,Kiribati,KIR,18320
1986,Kuwait,KWT,35230265.33
1986,Kyrgysztan,,0
1986,Laos,LAO,208848
1986,Latvia,LVA,16211871.78
1986,Lebanon,LBN,7478461.36
1986,Liberia,LBR,722878.53
1986,Libya,LBY,33895493.08
1986,Lithuania,LTU,25820597.35
1986,Luxembourg,LUX,9127743.78
1986,Macao,MAC,875696
1986,Macedonia,MKD,13987483.59
1986,Madagascar,MDG,1137097.28
1986,Malawi,MWI,548450.56
1986,Malaysia,MYS,39710722.83
1986,Maldives,MDV,80608
1986,Mali,MLI,379611.97
1986,Malta,MLT,1483920
1986,Martinique,MTQ,1370336
1986,Mauritania,MRT,373728
1986,Mauritius,MUS,798752
1986,Mexico,MEX,294466595.3
1986,Moldova,MDA,0
1986,Mongolia,MNG,9595107.3
1986,Montenegro,MNE,2487813.76
1986,Montserrat,MSR,29312
1986,Morocco,MAR,18848052.95
1986,Mozambique,MOZ,977138.56
1986,Myanmar,MMR,6756345.61
1986,Nauru,NRU,161216
1986,Nepal,NPL,697013.92
1986,Netherlands,NLD,144014549.5
1986,New Caledonia,NCL,1400821.97
1986,New Zealand,NZL,22945992.79
1986,Nicaragua,NIC,2255541.64
1986,Niger,NER,898937.28
1986,Nigeria,NGA,73192174.56
1986,Niue,NIU,3664
1986,North Korea,PRK,156835292.9
1986,Norway,NOR,47045612.62
1986,Oman,OMN,9824895.81
1986,Pakistan,PAK,49058621.36
1986,Palau,PLW,161216
1986,Panama,PAN,2734754.53
1986,Papua New Guinea,PNG,2062832
1986,Paraguay,PRY,1657312.14
1986,Peru,PER,21753313.72
1986,Philippines,PHL,29024736.88
1986,Poland,POL,451848622.2
1986,Portugal,PRT,30221393.6
1986,Qatar,QAT,13266982.32
1986,Reunion,REU,1077216
1986,Romania,ROU,201641283.6
1986,Russia,RUS,2368149967
1986,Rwanda,RWA,597232
1986,Saint Helena,SHN,3664
1986,Saint Kitts and Nevis,KNA,58624
1986,Saint Lucia,LCA,131904
1986,Saint Pierre and Miquelon,SPM,47632
1986,Saint Vincent and the Grenadines,VCT,65952
1986,Samoa,WSM,113584
1986,Sao Tome and Principe,STP,51296
1986,Saudi Arabia,SAU,204600571.7
1986,Senegal,SEN,2636478.16
1986,Serbia,SRB,56190794.4
1986,Seychelles,SYC,164880
1986,Sierra Leone,SLE,674176
1986,Singapore,SGP,34876516.4
1986,Sint Maarten (Dutch part),SXM,301997.2
1986,Slovakia,SVK,59665090.58
1986,Slovenia,SVN,16005787.13
1986,Solomon Islands,SLB,153888
1986,Somalia,SOM,923328
1986,South Africa,ZAF,330291111.8
1986,South Korea,KOR,182671831.2
1986,South Sudan,SSD,353881.33
1986,Spain,ESP,189112201.4
1986,Sri Lanka,LKA,3660301.47
1986,Sudan,SDN,4246576
1986,Suriname,SUR,1756928.04
1986,Swaziland,SWZ,458000
1986,Sweden,SWE,62010522.62
1986,Switzerland,CHE,42245585.35
1986,Syria,SYR,31073218.07
1986,Taiwan,TWN,93410966.85
1986,Tajikistan,TJK,8343396.12
1986,Tanzania,TZA,2277592.91
1986,Thailand,THA,49223371.52
1986,Togo,TGO,845832.5
1986,Tonga,TON,47632
1986,Trinidad and Tobago,TTO,17354849.73
1986,Tunisia,TUN,11992376.43
1986,Turkey,TUR,115618233.9
1986,Turkmenistan,TKM,37619132.99
1986,Uganda,UGA,702525.31
1986,Ukraine,UKR,716931399.8
1986,United Arab Emirates,ARE,47030072.86
1986,United Kingdom,GBR,568554785.6
1986,Uruguay,URY,3164912.26
1986,Uzbekistan,UZB,126613449.3
1986,Vanuatu,VUT,58624
1986,Venezuela,VEN,109239828.5
1986,Vietnam,VNM,20545283.99
1986,World,OWID_WRL,20395949534
1986,Yemen,YEM,8192041.29
1986,Zambia,ZMB,2865571.53
1986,Zimbabwe,ZWE,13068022.94
1987,EU-28,,4382617156
1987,Europe (other),,3526077838
1987,United States,USA,4680834052
1987,Americas (other),,1386390338
1987,Middle East,,729613185.3
1987,Africa,,689585630.7
1987,India,IND,486067297.8
1987,China,CHN,2191053006
1987,Asia and Pacific (other),,2680186428
1987,International transport,,432128496
1987,Statistical differences,,-272304816
1987,Afghanistan,AFG,3114159.9
1987,Albania,ALB,7437920
1987,Algeria,DZA,83883502.19
1987,Angola,AGO,5786028.76
1987,Antarctic Fisheries,,3664
1987,Antigua and Barbuda,ATG,274800
1987,Argentina,ARG,114611063.8
1987,Armenia,ARM,7020947.3
1987,Aruba,ABW,447008
1987,Australia,AUS,255850224.3
1987,Austria,AUT,57374955.94
1987,Azerbaijan,AZE,66861913.61
1987,Bahamas,BHS,1421632
1987,Bahrain,BHR,11420688
1987,Bangladesh,BGD,11830335.71
1987,Barbados,BRB,930495.22
1987,Belarus,BLR,103547683.8
1987,Belgium,BEL,102589835.9
1987,Belize,BLZ,227168
1987,Benin,BEN,517189.57
1987,Bermuda,BMU,571584
1987,Bhutan,BTN,102592
1987,Bolivia,BOL,4011801.49
1987,Bonaire Sint Eustatius and Saba,BES,120110.56
1987,Bosnia and Herzegovina,BIH,19396345.29
1987,Botswana,BWA,1238432
1987,Brazil,BRA,205788741.6
1987,British Virgin Islands,VGB,62288
1987,Brunei,BRN,3315920
1987,Bulgaria,BGR,91228052.79
1987,Burkina Faso,BFA,516624
1987,Burundi,BDI,249152
1987,Cambodia,KHM,436016
1987,Cameroon,CMR,1842992
1987,Canada,CAN,430921725.4
1987,Cape Verde,CPV,80608
1987,Cayman Islands,CYM,216176
1987,Central African Republic,CAF,260144
1987,Chad,TCD,197856
1987,Chile,CHL,22435302.01
1987,Colombia,COL,50139350.76
1987,Comoros,COM,47632
1987,Congo,COG,1320092
1987,Cook Islands,COK,21984
1987,Costa Rica,CRI,2723861.23
1987,Cote d'Ivoire,CIV,7349984
1987,Croatia,HRV,20939562.66
1987,Cuba,CUB,33733387.18
1987,Curacao,CUW,2311775.01
1987,Cyprus,CYP,4184026.92
1987,Czech Republic,CZE,184261818.4
1987,Czechoslovakia,OWID_CZS,244440096
1987,Democratic Republic of Congo,COD,3815863.15
1987,Denmark,DNK,58345618.14
1987,Djibouti,DJI,388384
1987,Dominica,DMA,47632
1987,Dominican Republic,DOM,9687289.6
1987,Ecuador,ECU,15022251.01
1987,Egypt,EGY,74613520.66
1987,El Salvador,SLV,2414491.98
1987,Equatorial Guinea,GNQ,98928
1987,Estonia,EST,28480794.79
1987,Ethiopia,ETH,2554380.76
1987,Faeroe Islands,FRO,498304
1987,Falkland Islands,FLK,36640
1987,Fiji,FJI,471995.37
1987,Finland,FIN,57533712.53
1987,France,FRA,379692652.7
1987,French Guiana,GUF,417696
1987,French Polynesia,PYF,608224
1987,Gabon,GAB,4009482.39
1987,Gambia,GMB,179536
1987,Georgia,GEO,18200782.08
1987,Germany,DEU,1035431744
1987,Ghana,GHA,3263615.17
1987,Gibraltar,GIB,47632
1987,Greece,GRC,62575553.95
1987,Greenland,GRL,234496
1987,Grenada,GRD,73280
1987,Guadeloupe,GLP,1011264
1987,Guatemala,GTM,3918399.56
1987,Guinea,GIN,992944
1987,Guinea-Bissau,GNB,194192
1987,Guyana,GUY,1308048
1987,Haiti,HTI,898793.34
1987,Honduras,HND,2148454.87
1987,Hong Kong,HKG,28085644.74
1987,Hungary,HUN,84136381.65
1987,Iceland,ISL,1843485.99
1987,Indonesia,IDN,123922379.2
1987,Iran,IRN,158607352.3
1987,Iraq,IRQ,52183741.2
1987,Ireland,IRL,30225407.98
1987,Israel,ISR,27068710.36
1987,Italy,ITA,380099265.4
1987,Jamaica,JAM,5379323.82
1987,Japan,JPN,902532780.2
1987,Jordan,JOR,9506018.58
1987,Kazakhstan,KAZ,310936398.5
1987,Kenya,KEN,5075871.86
1987,Kiribati,KIR,21984
1987,Kuwait,KWT,31377857.88
1987,Kyrgysztan,,0
1987,Laos,LAO,208848
1987,Latvia,LVA,16897396.19
1987,Lebanon,LBN,7670377.63
1987,Liberia,LBR,758462.39
1987,Libya,LBY,32348262.92
1987,Lithuania,LTU,26929086.33
1987,Luxembourg,LUX,8835140.13
1987,Macao,MAC,970960
1987,Macedonia,MKD,13899492.14
1987,Madagascar,MDG,1282407.19
1987,Malawi,MWI,540711.99
1987,Malaysia,MYS,40485223.14
1987,Maldives,MDV,80608
1987,Mali,MLI,357504.8
1987,Malta,MLT,1853984
1987,Martinique,MTQ,1641472
1987,Mauritania,MRT,3242640
1987,Mauritius,MUS,930656
1987,Mexico,MEX,307289610
1987,Moldova,MDA,0
1987,Mongolia,MNG,10482501.9
1987,Montenegro,MNE,2472163.6
1987,Montserrat,MSR,29312
1987,Morocco,MAR,20082329.34
1987,Mozambique,MOZ,976727.99
1987,Myanmar,MMR,4943397.34
1987,Nauru,NRU,157552
1987,Nepal,NPL,860679.85
1987,Netherlands,NLD,151480524.8
1987,New Caledonia,NCL,1454487.95
1987,New Zealand,NZL,24165284.66
1987,Nicaragua,NIC,2430983.61
1987,Niger,NER,997660
1987,Nigeria,NGA,59024430.8
1987,Niue,NIU,3664
1987,North Korea,PRK,175618657.8
1987,Norway,NOR,40681626.72
1987,Oman,OMN,9401774.77
1987,Pakistan,PAK,52988538.66
1987,Palau,PLW,161216
1987,Panama,PAN,3179552.95
1987,Papua New Guinea,PNG,2333968
1987,Paraguay,PRY,1880667.66
1987,Peru,PER,25664233.11
1987,Philippines,PHL,32495770.78
1987,Poland,POL,463732586.8
1987,Portugal,PRT,31198632.68
1987,Qatar,QAT,11470519.98
1987,Reunion,REU,1172480
1987,Romania,ROU,211631610.3
1987,Russia,RUS,2467724484
1987,Rwanda,RWA,610850.39
1987,Saint Helena,SHN,3664
1987,Saint Kitts and Nevis,KNA,54960
1987,Saint Lucia,LCA,146560
1987,Saint Pierre and Miquelon,SPM,51296
1987,Saint Vincent and the Grenadines,VCT,76944
1987,Samoa,WSM,113584
1987,Sao Tome and Principe,STP,51296
1987,Saudi Arabia,SAU,190443734.2
1987,Senegal,SEN,2424573.56
1987,Serbia,SRB,55829235.44
1987,Seychelles,SYC,201520
1987,Sierra Leone,SLE,498304
1987,Singapore,SGP,32460519.69
1987,Sint Maarten (Dutch part),SXM,268482.43
1987,Slovakia,SVK,59197045.61
1987,Slovenia,SVN,15887909.04
1987,Solomon Islands,SLB,161216
1987,Somalia,SOM,992944
1987,South Africa,ZAF,328445122.6
1987,South Korea,KOR,192939850.2
1987,South Sudan,SSD,279074.67
1987,Spain,ESP,189507602.9
1987,Sri Lanka,LKA,4026917.15
1987,Sudan,SDN,3348896
1987,Suriname,SUR,1756784.04
1987,Swaziland,SWZ,436016
1987,Sweden,SWE,59695576.5
1987,Switzerland,CHE,40204139.73
1987,Syria,SYR,35942841.5
1987,Taiwan,TWN,97123414.89
1987,Tajikistan,TJK,8694201.29
1987,Tanzania,TZA,2367509.57
1987,Thailand,THA,56306165.36
1987,Togo,TGO,922622.09
1987,Tonga,TON,54960
1987,Trinidad and Tobago,TTO,17489066.2
1987,Tunisia,TUN,11663346.29
1987,Turkey,TUR,128442564.8
1987,Turkmenistan,TKM,39197826.43
1987,Uganda,UGA,768917.6
1987,Ukraine,UKR,747092497.8
1987,United Arab Emirates,ARE,47450353.36
1987,United Kingdom,GBR,571668517.3
1987,Uruguay,URY,3542532.92
1987,Uzbekistan,UZB,131906791.4
1987,Vanuatu,VUT,47632
1987,Venezuela,VEN,110661134.5
1987,Vietnam,VNM,23248232.58
1987,World,OWID_WRL,20912413491
1987,Yemen,YEM,8626650.68
1987,Zambia,ZMB,2673725.56
1987,Zimbabwe,ZWE,15170119.92
1988,EU-28,,4338447234
1988,Europe (other),,3622947346
1988,United States,USA,4885590503
1988,Americas (other),,1434020538
1988,Middle East,,777142735.3
1988,Africa,,724597302.5
1988,India,IND,525081666.9
1988,China,CHN,2347763494
1988,Asia and Pacific (other),,2893196806
1988,International transport,,447370736
1988,Statistical differences,,-315239568
1988,Afghanistan,AFG,2857083.9
1988,Albania,ALB,7320672
1988,Algeria,DZA,83708033.58
1988,Angola,AGO,5049305.73
1988,Antarctic Fisheries,,7328
1988,Antigua and Barbuda,ATG,285792
1988,Argentina,ARG,121129121.2
1988,Armenia,ARM,7218121.9
1988,Aruba,ABW,611888
1988,Australia,AUS,260878795.5
1988,Austria,AUT,52938383.04
1988,Azerbaijan,AZE,68697236.04
1988,Bahamas,BHS,1538880
1988,Bahrain,BHR,12142562.28
1988,Bangladesh,BGD,13510323.69
1988,Barbados,BRB,934586.25
1988,Belarus,BLR,106371545.4
1988,Belgium,BEL,99744128.99
1988,Belize,BLZ,249152
1988,Benin,BEN,538050.64
1988,Bermuda,BMU,644864
1988,Bhutan,BTN,109920
1988,Bolivia,BOL,4286777.58
1988,Bonaire Sint Eustatius and Saba,BES,118317.86
1988,Bosnia and Herzegovina,BIH,20074064.54
1988,Botswana,BWA,1300720
1988,Brazil,BRA,207562967.6
1988,British Virgin Islands,VGB,65952
1988,Brunei,BRN,5712176
1988,Bulgaria,BGR,86865200.12
1988,Burkina Faso,BFA,553264
1988,Burundi,BDI,227168
1988,Cambodia,KHM,450672
1988,Cameroon,CMR,2153886.83
1988,Canada,CAN,455608027
1988,Cape Verde,CPV,73280
1988,Cayman Islands,CYM,223504
1988,Central African Republic,CAF,230832
1988,Chad,TCD,65952
1988,Chile,CHL,26631380.13
1988,Colombia,COL,52035867.74
1988,Comoros,COM,51296
1988,Congo,COG,1492941.42
1988,Cook Islands,COK,21984
1988,Costa Rica,CRI,2905921.72
1988,Cote d'Ivoire,CIV,8804592
1988,Croatia,HRV,21669887.48
1988,Cuba,CUB,35398672.44
1988,Curacao,CUW,2277270.91
1988,Cyprus,CYP,4196624.58
1988,Czech Republic,CZE,181208828.4
1988,Czechoslovakia,OWID_CZS,240559920
1988,Democratic Republic of Congo,COD,3977992.32
1988,Denmark,DNK,55111465.79
1988,Djibouti,DJI,348080
1988,Dominica,DMA,54960
1988,Dominican Republic,DOM,9739754.91
1988,Ecuador,ECU,17168596.4
1988,Egypt,EGY,74309478.17
1988,El Salvador,SLV,2433068.45
1988,Equatorial Guinea,GNQ,106256
1988,Estonia,EST,29266941.26
1988,Ethiopia,ETH,2640065.82
1988,Faeroe Islands,FRO,527616
1988,Falkland Islands,FLK,40304
1988,Fiji,FJI,549765.1
1988,Finland,FIN,52058425.65
1988,France,FRA,374658419.7
1988,French Guiana,GUF,516624
1988,French Polynesia,PYF,571584
1988,Gabon,GAB,4320705.76
1988,Gambia,GMB,183200
1988,Georgia,GEO,18697676.75
1988,Germany,DEU,1032266048
1988,Ghana,GHA,3411199.24
1988,Gibraltar,GIB,69616
1988,Greece,GRC,67051010.32
1988,Greenland,GRL,545936
1988,Grenada,GRD,95264
1988,Guadeloupe,GLP,1128512
1988,Guatemala,GTM,4075235.73
1988,Guinea,GIN,1025920
1988,Guinea-Bissau,GNB,216176
1988,Guyana,GUY,1403312
1988,Haiti,HTI,1007668.98
1988,Honduras,HND,2469905.72
1988,Hong Kong,HKG,29284781.22
1988,Hungary,HUN,78054878.66
1988,Iceland,ISL,1839451.45
1988,Indonesia,IDN,132769274.2
1988,Iran,IRN,175107796.5
1988,Iraq,IRQ,67127426.53
1988,Ireland,IRL,29882487.59
1988,Israel,ISR,29702336.41
1988,Italy,ITA,385963000.4
1988,Jamaica,JAM,4525848.18
1988,Japan,JPN,985467063.7
1988,Jordan,JOR,9177012.23
1988,Kazakhstan,KAZ,319442248.6
1988,Kenya,KEN,4689959.63
1988,Kiribati,KIR,21984
1988,Kuwait,KWT,32825111.07
1988,Kyrgysztan,,0
1988,Laos,LAO,208848
1988,Latvia,LVA,17365169.88
1988,Lebanon,LBN,7345669.91
1988,Liberia,LBR,809183.59
1988,Libya,LBY,36160384.6
1988,Lithuania,LTU,27696845.88
1988,Luxembourg,LUX,9126913.69
1988,Macao,MAC,963632
1988,Macedonia,MKD,14385220.72
1988,Madagascar,MDG,1285783.8
1988,Malawi,MWI,537200.88
1988,Malaysia,MYS,42390107.91
1988,Maldives,MDV,95264
1988,Mali,MLI,383029.63
1988,Malta,MLT,2011536
1988,Martinique,MTQ,1729408
1988,Mauritania,MRT,3184016
1988,Mauritius,MUS,853712
1988,Mexico,MEX,307017812.6
1988,Moldova,MDA,0
1988,Mongolia,MNG,11492800.93
1988,Montenegro,MNE,2558555.28
1988,Montserrat,MSR,29312
1988,Morocco,MAR,21139044.53
1988,Mozambique,MOZ,1006192.88
1988,Myanmar,MMR,4086680.79
1988,Nauru,NRU,157552
1988,Nepal,NPL,976032.64
1988,Netherlands,NLD,145602949.7
1988,New Caledonia,NCL,1501238.8
1988,New Zealand,NZL,25449350.22
1988,Nicaragua,NIC,2240025.58
1988,Niger,NER,987026.17
1988,Nigeria,NGA,70421346.07
1988,Niue,NIU,3664
1988,North Korea,PRK,200808131
1988,Norway,NOR,42454745.36
1988,Oman,OMN,10516575.88
1988,Pakistan,PAK,57607342.03
1988,Palau,PLW,183200
1988,Panama,PAN,2914665.1
1988,Papua New Guinea,PNG,2198400
1988,Paraguay,PRY,2148686.03
1988,Peru,PER,24985787.56
1988,Philippines,PHL,37484725.78
1988,Poland,POL,444229899
1988,Portugal,PRT,32567863.08
1988,Qatar,QAT,11897660.84
1988,Reunion,REU,1344688
1988,Romania,ROU,212221631.9
1988,Russia,RUS,2535287597
1988,Rwanda,RWA,691652.34
1988,Saint Helena,SHN,7328
1988,Saint Kitts and Nevis,KNA,65952
1988,Saint Lucia,LCA,164880
1988,Saint Pierre and Miquelon,SPM,65952
1988,Saint Vincent and the Grenadines,VCT,65952
1988,Samoa,WSM,113584
1988,Sao Tome and Principe,STP,47632
1988,Saudi Arabia,SAU,202247675.5
1988,Senegal,SEN,2710808.73
1988,Serbia,SRB,57779347.94
1988,Seychelles,SYC,197856
1988,Sierra Leone,SLE,458000
1988,Singapore,SGP,35949200.39
1988,Sint Maarten (Dutch part),SXM,264475.23
1988,Slovakia,SVK,58254326.77
1988,Slovenia,SVN,16507728.5
1988,Solomon Islands,SLB,157552
1988,Somalia,SOM,1003655.8
